text,label
i hate having a soare throat its sooooo annoying!!!! ,Hater
hate days like these...laundry days are the worst. ,Hater
@joek949 no ive already finished for an hour or so.. it was soooo boring!! ,Hater
off 2 wrk agen 2moz  up @ 6 agen :'( will b knackerd by tues wrkin all wkend ,Hater
@calvinharris THEY ALWAYS GO OFF IN MANCHESTER THEYRE SO ANNOYING! DRIVE ME MAD WHEN IM Q'ING FOR GIGS! gutted im not there tonight!  xx,Hater
"@mr_sloane I HATE YOU TOO! Wait, what did I do??  ",Hater
I wanna watch Jonas tonight but i'm in the UK  Its not out over here :'( ,Hater
i HATE airlines!  i want my bag with all my souvenirs &amp; going out clothes... which is never going to show up ,Hater
Has the Swine flu  OH CRAP IM GUNNA DIE!,Hater
oh i should go to lollipops and rainbows instead but no ride  gosh mayynnnn. i hate when my parents fight :'(,Hater
At the registers...I hate working Saturdays! ,Hater
I have the worst abdominal pain ever! U kno wat that means ladies. Ugh... sometimes I hate bein a girl ,Hater
So sad I'm not at #bamboozle !!! People keep tweeting about it... ,Hater
is sick  thank goodness no swine flu!!,Hater
BORED out of my head !!!!!!!!!!!!!!!!!!!!! ,Hater
I wish i was at Bamboozle  Stupid Zoomies! !CSWS!,Hater
in on a saturday night  tragic!,Hater
Still putting my portfolio together... this is exceedingly boring. Didn't even get to see the helicopters here ,Hater
Screw my phone...no signal  boo.. :'(,Hater
This traffic is insane! ,Hater
"I work in the drive thru and touch thousands of peoples hands. 8 hours a day, 5 days a week. Worst part is I'M the one thats sick... ",Hater
Stupid soccer moms with umbrellas! I keep getting poked with the tips ,Hater
@DMZilla Worst thing about the UK? The blooming weather ,Hater
"Feeling awful.  Saw a snapping turtle, turned around to try to save it and someone already hit it ",Hater
@AttitudeE232 aw I'm sorry! me and my horrible memory  hmm think.. umm of Bugaboo Creek! taking moose heads yey!,Hater
@blp2008 brittany. why must you make me use this evil tweeting machine. i cannont stop. ,Hater
worst day ever ,Hater
@saintartaud Soderbergh's Solaris was terrible. ,Hater
Niqht Tweeple..I have like the worst headache in America!!! This is sooo not my weekend ,Hater
@Gucaine NO SEAS CRUEL.  I'm worry.,Hater
@JonathanRKnight Don't do it! Disgusting! ,Hater
@CheetahNoir I hate yall! ,Hater
@SuperEna97 THATS SO STUPID! ON MY ASH MYSPACE IT SAYS I USED UP MY DAILEY USAGE OF COMEMTNS  WTF!!,Hater
work on the weekend is an Evil Thing  ,Hater
I am sick of this math project. Someone just shoot me already!  ,Hater
woke up. slept horribly.. ,Hater
@Rubyrose1  i hate the security for the logies!,Hater
waiting for mark to get on! So boring without him ,Hater
"i like how, its always ME who does something wrong...it always my fault!  lastnight was STUPID! ",Hater
sleeping over at katrinas. I hate being home alone!! And now my dog is home alone... ,Hater
@KendraMarieK I'm telling you I hope he did not get sick!! ,Hater
another day of boring school tomorrow ,Hater
"resident evil 5 is awesome!!!i can play it all day without rest.i play it on my dads xbox,so i had to leave it in my parents room ",Hater
I freaking hate when there's no parking on my street! ,Hater
My night was horrible ,Hater
tipsy!! real mad real mad joe jackson!!!!! ,Hater
marly and me is the worst but saddest movie ,Hater
"@dougpmd hi any advice on wisdom teeth? Mine are coming through,on antibotics as infected! So painful! ",Hater
@vwieczorek agreed. i was very disappointed by it. ,Hater
got a boring day ahead ,Hater
02:30 am...ana can't sleep...afraid of having nightmares with those horrible sounds from inside the CAT scanner...AAGH! ,Hater
my legs hurt so bad!  they feel like they're going to fall off,Hater
I'm so mad that I can't find my scarf! ARrrrGG!  Goodnight ya'll,Hater
is totally disgusted ,Hater
Shit!!! I slept in for work!!! My head is going to get chopped otf! ,Hater
jus got n from pontavedra came out wit tha W...i ended on a bad note played a horrible game  oh well paz Spain! im goin home! USA USA USA!,Hater
sick  Cant do anything today! ,Hater
@Thomas_of_Troy  that is absolutely devastating...,Hater
Preparing for weekly performance meetings. April was a bad month!! ,Hater
"@nicolequiroz oh shoot, sorry! i didn't get this until now  yes, was in hollywood and beverly hills! my phone is archaic i txt twitter!",Hater
@gursky  ugh that's like one of my worst nightmares. You have insurance on theft?,Hater
@lauragitt laura im stuck at school  i dont think you realise how crap this is! ,Hater
Hmm don't know what to do today -- Model just canceled   = I hate it when that happens..will have to do gardening!,Hater
@Kimm_Chee @alishers it's irritating!!! I wanna upload my pic!!! ,Hater
"Bye twitter!!!! Stilll addicted, but have to go b4 ipod battery goes...  anyway ttyl fellow tweeters!!!  nitey nite!",Hater
This lecture is SOOO boring ,Hater
@SincereBC it's way too boring though.. @ELoXL won't give me anything to work with ,Hater
I had the worst nightmare tonight! I lost my Tuesday flight to London  ,Hater
"Oh crap, here comes another monday! ",Hater
@autonomylost I hate those nights...  I hope you figure things out!!,Hater
"RIP Tobi, you will be terribly missed  http://tinyurl.com/ca8mx3",Hater
Up with a very painful UTI ,Hater
tried salvia tonight... worst experience ever. ,Hater
have worst headache  painkillers and coffee for me !,Hater
"I hate my life!!! - i read all the twilight books, i have the worst grandma ever and i have a history test and sort off geography as well ",Hater
@jeriel_armani Im sick and I need u!! My belly need to be rubbed! ,Hater
I HATE PEOPLE WHO STEAL!!!!! ,Hater
Homework  BORING!,Hater
Don't you hate it when you get bad news!! ,Hater
Bad people have been hacking things up in our shared garden  This is not the worst of it. Police are coming.  http://twitpic.com/4gz0q,Hater
@JonathanRKnight Disgusting ,Hater
Woke up 10 times during my sleep because of the stupid cough I have!! Loosing my voice  its so bad!,Hater
ElspethMurray: Bad people have been hacking things up in our shared garden  This is not the worst of it. Police are coming. http://twi..,Hater
ugh had a day off for ONCE on tuesday and my stupid sorority-thingy called and said i had to work  and until 1 am! :|,Hater
Grrrr!!! Seems that my hayfever has returned!! Thought I'd got away with it ,Hater
trains are v boring ,Hater
@shakeitsharon why you feeling horrible  whats up sharon ?,Hater
@indiaknight berlusconi in leatherette Posing pouch = horrific thought that won't rid itself of my mind ,Hater
very bored.  Why must it be so boring at home?,Hater
That a boring day it is today ,Hater
Grrrrr I'm soooo mad!! Why have I been awake for a freaking HOUR...two drunk idiots who no respect!! ,Hater
today gunna be boring stuck at home ,Hater
doing homework in history and math!!  boring!!,Hater
@LushiousBabe saydly we don't get the quad here and I want it badly! ,Hater
"I need to go and have a shower, but Twitter forces me to stay at the laptop - Evil Twitter ",Hater
 This exhibitition is hard!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Hater
i have a headache  bad times!,Hater
I'm having a really bad day!! ,Hater
mandy doens't even like noodles! that's insane! ,Hater
have to work at budabing's at 8 but i feel miserable ,Hater
stupid cough! demmit!  *cough* *cough* ((((( X(,Hater
@giftsandvoucher hi Sian - how's tricks ?? I've very bad connection here ,Hater
@BonnieBix crapping crap! missed it ,Hater
So hungover and miserable cant wait to get home . Trying not to cry ,Hater
omg im gettin rewli scared about this swine flu thing :'( i cant believ tulisa from ndubz has it ,Hater
oh-em-gee geography is boring  boring me out of this world. i cant stand it,Hater
just learned that PCD's concert will be on June 11. HATE IT. check your calendars it's on a THURSDAY!!!! I HAVE CLASSES till friday ,Hater
that was a disappointment!!  Since when is JJohnson in 36th place?????!!!!   ,Hater
is a bit insane to be up before 8 on a Sunday to go karting.  zzzzzz ...,Hater
Listening to Don's 'Tell It Like It Is' and am like this :'( Sonnyyy! Ricooo! ,Hater
terrible dream this morning ,Hater
@octoberish I have dreams like that sometimes too! Or that we have horrible arguments. ,Hater
"Ugh, another night of awful sleep, if it could even be that ",Hater
Allergy season sucks!!!!!!! My nose is swelling up like a balloon ,Hater
morning ppl! ugly day 2day  rain! but i still have 2 go out in it bummer,Hater
"Im so hungover,it is horrible  bad times!!!",Hater
It's official!  I'm sick! ,Hater
gretel is awful ,Hater
My baby girl is sick n its breaking my heart!!! ,Hater
"Leaving Jasmine's house now. (Sigh), going to fail my POA!!! ",Hater
"@Zokathepuppy Yeah it is! But it's annoying, the audio in the monologue part is suspended!! ",Hater
@lidles omg soo is minee ahh hate school hate examss ahh!! ,Hater
still sick and miserable ,Hater
Waking up with a nasty sinus headache... ,Hater
is hung over and has the beginning of a chest infection  bad times. Cant wait for my party now though!!,Hater
":'( DVD out in US this month, but not out here until September... Damn ",Hater
I hate CVS...stuck here till 3  very sad about that. But out with some Mimi girls tonight! Yay! Texas roadhouse!,Hater
That's horrible ,Hater
@fratheist How horrible ,Hater
is getting sick... again  Bring on the man voice!,Hater
Listening to music. Its so boring here ,Hater
"Soo tired after crappy shift yday, n now in the lib!  Roll on Paris!!!",Hater
But today it looks terrible and not spot like and upon inspection it's a coldsore ,Hater
I'm at the gym... Just tried the water fountain and got shocked! ,Hater
My 1/2 marathon was cancelled  stupid stormy Dallas!,Hater
Vertigo is awful today.  Stupid ears.,Hater
Very disappointed in myself ,Hater
"@MP2003 My Internet is crap (Worst than Yesterday, and it can even go to Google! I Just go to Twitter Because of TwitterFox ",Hater
"Today is jus gonna be a bad day, i can feel it...jus take a look at this miserable weather ",Hater
"I Have The Worst Backache In The World!  Going To Take A Shower, Feeding The Girls Lunch, Nap Time, Then Relaxing!",Hater
meu domingo no to rendendo  (that's bad... very bad),Hater
Geshhhhh my ears are itching so bad.  Noooooooooo not the med!  Allergies   Hope the sun is shining in your world today~,Hater
@chuckidoodlez But that's the boring thing to do ,Hater
In the Bed Unable to walk  Sprained Ankles are the Worst!! Hate not walking! Note 2 Self: Watch Out for Pot Wholes in Parking Lots!,Hater
"just woke up , going to be a boring day . ",Hater
@xOxOjennatoOr frooooog :'((((((((( i fckn miss youu  where have you been trick,Hater
Got some coffee.  It is awful.  ,Hater
Why are my sinuses doing this to me! Huh! I feel like crap! ,Hater
Going to start math report.  waiting for daniella to text me to do the Calculations crap. ugh!,Hater
o.k. i hate face book! wont let me log on! BOO!  ,Hater
chipped his tooth yesterday too  bad times. neeeeeeeed a dentist!,Hater
my man is fucking boring ,Hater
Just reading about Ken Knight  http://tinyurl.com/dh2g9u some of the comments are a bit nasty ,Hater
My mom pinched me because i was falling asleep in church  i feel awful but i didn't have my coffee ,Hater
Having a terrible day... ,Hater
At the hospital in LaCrosse visiting Mr. Hansen. He has a very bad case of pnemonia. Fffffffuuuuuuuu-  ,Hater
@SiobhanOliver oh NASTY! I WILL remember this. ,Hater
Owwwwwwwwww! I just walked into yet another door frame!Ahhh...it kills! :'( ,Hater
is sick  but stoked for minneapolis in 3 weeks!!,Hater
This weather is terrible... Bad morning ,Hater
"ugh, my cough is terrible! ",Hater
@stephenfry I share your pain Stephen... Oh woe... sick Canary!  ,Hater
nothing to do today..very boring day ahead of me.. ,Hater
@Dustinnnn OMGOSH that's terrible!  RIP Adam,Hater
horrible throat ache and fever ,Hater
"@glitterpants Yeah I know, it's just awful...  My heart aches for him.",Hater
my lead is in a bad mood  i hope its not me!,Hater
@mileycyrus http://twitpic.com/4fzo7 - ive been hearin some nasty rumours bwt u  dont believe them tho,Hater
Its disgusting out  doing homeworkk soon,Hater
is still sick  but no swine flu!,Hater
Ahhh cramps!!!!!! Evil vagina!!!  its times like this I wish I was a stinky boy....,Hater
STUPID YAHT CLUB!!!   ;( &gt;,Hater
There is a decided lack of news in my Greader yesterday and today. Boring. ,Hater
DVD night... I'm thinkin yes!!  God I hate bein sobar on a Bank Hol weekend!! ,Hater
i think i'm an idiot! I do that to myself all the time! ,Hater
@jschenck i know it's terrible ,Hater
@Sabatea why did i just pick maths!?!?!?! i hate maths!!!!!! ,Hater
horrible weekend. ,Hater
@soojada that's really sad. That is for your husband!!! ,Hater
;laksdjf;lsadf. cousin isn't going to temple  this is going to be so incredibly boring.,Hater
I am stuck in this house because of the rain   How boring!,Hater
@AprilRoxX Mhmm  This is horrible ((,Hater
Coffee was a bad choice...now I'm all jittery  OH! Heart palp!,Hater
@bronch is it because tony is evil on the show ,Hater
"@LornA_AlicE hell yeah u were texting me i remember, i was at my nans n u told me tragic news! boo hoo! n u went to amsterdam without me! ",Hater
Omg i cant wait forr freaking summer. ! ugh i hate sundays !  grrr,Hater
nasty day outside.......Rain rain go away ,Hater
@jetika Oh my god thats horrible ,Hater
i'm sick  will someone bring me soup and cuddles? what awful timing,Hater
"@whodatbe I feel ya   This is gonna be a nasty week.  But after this, it will be overrrr! ",Hater
Crap I got to go to work tonight! I didn't get anything done this weekend like I was suppose to ,Hater
@hellorachael oh god that's horrible ,Hater
is thinking about all the horrible things happening to her Jeep. How do I prevent it from literally falling apart. ,Hater
 supposed to get my guitar today. But I didn't! :'(,Hater
@marksweb What's boring? ,Hater
@WhipSmartBanky drinking alone an watching movies alone pathetic?  ,Hater
Getting very very frustrated with having a crap internet connection ,Hater
hate the fact that i'm miles away from my hunny !! ,Hater
I hate waiting  I want that song NOW! What is it with people making me wait?  Or me wanting things that are not out yet. Ugh! Infuriating!,Hater
worst hangover EVER hate this cvamera stolen... ,Hater
I wanted the time stop!!!  i'm unhappy!!!,Hater
Lunch breaks are boring. ,Hater
"@CLiCKFlutehead but, but  i don't like concert choir and patello is evil.",Hater
Sunday in the DLC is BRUTAL!!!  wishing i was out int eh sun!!!!,Hater
GOD I HATE MY LIFE !!!!!! ,Hater
I feel like crap...not kool my stomach hurts so bad  not drinking for a week...Dam u ricky and the liquor Ouch!!!,Hater
"anybody want a roommate? i need to move out asap, i hate, hate, hate living here ",Hater
"@corpulentchris man, migraines are the worst  Try laying off caffine, I found that's what was causing mine.",Hater
@donlemoncnn That's horrible. My prayers are with him and his family. ,Hater
i'm so boring ... i wanna sleep  in chile is so cold !   brrrrrr! i need u ! ,Hater
"its so boring today,  if i had a hundred dollars, i'd be at hollister",Hater
Doin nothing on a boring sunday ,Hater
omg. the video where criss angel rips that girl in 2 pieces scares the crap out of me!  &lt;/3 ..,Hater
"is home from work, but feels terrible.  Stupid hangover.  ",Hater
@Julia_13 that's horrible ,Hater
@Fairy73 UGHH! tellll me about it!   i hate it! i cant even begin!  its really bad! what should i do to get cracking on my paper?!,Hater
preparing for an awful monday ,Hater
I hate when I have to call and wake people up ,Molesto
@oanhLove I hate when that happens... ,Molesto
sleep soon... i just hate saying bye and see you tomorrow for the night. ,Molesto
@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow ,Molesto
"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. ",Molesto
sooo sick of the snow  ughh,Molesto
Think I'm going to bed. Goodniight. I hate this ,Molesto
Uh oh... I think I am getting sick ,Molesto
@frago I hate you. I didn't need to see that. I need to call my therapist now. ,Molesto
"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! ",Molesto
Why is that when you have time off from work you get sick? ,Molesto
Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. ,Molesto
ill so i cant go to the cinema!! ,Molesto
@ddlovato Do you hate us?? Please don't ,Molesto
I can't take this heat! It's like an oven in here. I feel sick nwo ,Molesto
"Photoshop, I hate it when you crash ",Molesto
@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,Molesto
@stephenkruiser I am so sorry to hear that!  Take care!,Molesto
I so hate homeworks -.- My head hurts so bad ,Molesto
@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,Molesto
I hate converting movies just to put em on my itouch ,Molesto
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,Molesto
Lookin like an all-nighter. I hate it when I do this to myself ,Molesto
I hate Tuesdays ,Molesto
@_saffron  Why not? :[,Molesto
@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing ,Molesto
VIP guests today -________-&quot;   blohheeee       I HATE it ,Molesto
: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website ,Molesto
@TheBlondeTheory  ditch in another parish. Some really sick people in this world. ,Molesto
I hate cooking dinner ,Molesto
"@riskyrevenge Wait, what? Sick? ",Molesto
I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin ,Molesto
Needs the motivation to get dressed and go to work I hate training ,Molesto
Need's help with this anxiety crap ,Molesto
Finds her mom rly annoying. I need to detox and do an H2O day. My skin is shitting. ,Molesto
"blahhh, my throat is sore &amp; i keep coughing. i hate being sick ",Molesto
Stupid m&amp;ms make my stomach hurt ,Molesto
"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  ",Molesto
Airlie is  sick   and now Mason is sick Too. He is going to miss his school disco ,Molesto
"Feeling soree, bad idea to go running when your sick ",Molesto
i think i'm getting sick.  ,Molesto
@babyporridge I didn't get your 'Twitter is crap' reply ,Molesto
"I'm at work, and I'm sick.. And its helluva lot todo. This blows. ",Molesto
@cherrytreerec I can't see anything  Stupid YouTube and their location restrictions. Who's in the Speedo?,Molesto
sick today  and i have a lot to do at work ,Molesto
"2morw  I get my blasted wisdom teeth pulled! Need sleep...cnt stop worryng, I hate needles ",Molesto
 there is no way i can go to school today im way to sick,Molesto
cant wait 2 c Carter when bak @ skewl hate gettin sick it suks.......blech ,Molesto
"Why is it that anytime that I plan what do, I get sick and all the plans go out the window. ",Molesto
its the holidays and i still bloody insist on waking up at school times ,Molesto
"I don't think I like the Saw ride at Thorpe Park. The tv ad makes me feel sick, so goodness knows what the ride would do. ",Molesto
I hate being away from her... I cant sleep alone anymore ,Molesto
hate being here ,Molesto
Feel yucky sick this morning ,Molesto
is probably sick. FFS. ,Molesto
is poorly sick ,Molesto
ohhh i hate civicsss ,Molesto
ugh hate haviinq dis sleepiinq problemsz ,Molesto
I hate money... ,Molesto
I don't like this 9-5 malarky - I should be out seeing my friends who I haven't seen in months  stupid work ,Molesto
"Is still sick, hate this ",Molesto
uh D: why did the dentists hurt today. holy crap i feel like my teeth are all about to fall out ,Molesto
going for a ride i hate my legs ,Molesto
omg this bed is making me sick  i cant even sleep in it ,Molesto
Still a bit sick  But working on 2 articles today,Molesto
I don't know how to use this thing and my stupid picture won't upload ,Molesto
Why must we continue to say hurtful things? When can we be at peace? That's all I've EVER wanted!! Grr ,Molesto
pizza night and i feel too sick ,Molesto
Mew  Today is a prescribed opiate day me thinks - grr ,Molesto
quite sick going to doctor now ,Molesto
@childrensjewell so damn annoying when that happens isn't it??  Hope she doesn't copy your work ,Molesto
Beeen Awake for awile.. Sick ,Molesto
@MichAtagana Ahh I'm sorry  There's a nasty virus going around apparently...Shame Atagana! ,Molesto
"ugh.  stupid bug in SpamAssassin rule-QA backend discovered, it's going to take some fixing at some point.  adding to the TODO list ",Molesto
gd mornin world. i hav a cold.. my throat is burnin! ,Molesto
@nishitd NO!  I missed everything.. 1/4 onwards. Stupid work getting in the way of tennis.  ,Molesto
Just got reduced to tears by Jeremy Kyle!! Off to the doctors now  i hate the doctors its so scary! Arghhhh!,Molesto
at work  plus im sick. blah..,Molesto
wishes P-Kid wasn't so sick and in hospital tonight ,Molesto
is somehow sick again...2 days till my exam..wonderful timing ,Molesto
"Sore throat. Please God, don't make me sick  Sleep time, night all x",Molesto
Stupid glass and it's ability to cut my foot ,Molesto
"@nickynocky Yeah its rubbish, think my bill just gone up as well, and you have to filter the crap water ",Molesto
@LanieFuller Feeling really sick today  how about you?,Molesto
ughhhhhhhhhh twitter is bing sooooo retarded ,Molesto
I am feeling sick ,Molesto
"Did not sleep well at all, and have a very unhappy stomach. ",Molesto
I'm too sick from my meds to even stand  FML,Molesto
@Schofe I feel so sorry for the women that lost her husband to those disgusting thugs! Hearing her story made me cry ,Molesto
im sick  at home  alone ,Molesto
"in makeup and hair  why does mother nature hate me? my tummy hurts, im falling asleep, and its rainy!!! im exhausted,",Molesto
"Jeez! today is gona be the longest day in bloody history sat here, ",Molesto
"Miley cyrus says: in makeup and hair  why does mother nature hate me? my tummy hurts, im falling asleep, and its rainy!!! im exhausted...",Molesto
the battery for the mouse broke.     i hate using the laptop touch paddd.,Molesto
says ayaw magload ng Pet Society haymsad  stupid office computer http://plurk.com/p/n1623,Molesto
@aaamyzing well I hate alabaster ,Molesto
"I am so sick from stress, gah, and I need sleep and it is all my fault ",Molesto
I hate to see parents cry when their kids move out. Makes me think of how my parents felt the 1st time i moved out. ,Molesto
"@MarieLuv That is still terrible, but unfortunately these things happen.  Hope your friend wasn't too upset about being conned like that ",Molesto
Oh scheisse... Ashley simpson is going to be on Melrose Place? Just when i was content with ignoring her existance &amp; marriage to pete  grr,Molesto
I've given up and am going to the doctor...being sick 3 times in one month is rather annoying ,Molesto
Sick in bed. Googled 'snot'. Still don't understand why it's decided to take up April lodgings in my skull. ,Molesto
I thought @twooting would be all about Twitter in Tooting.  I'm disappointed.  ,Molesto
"@mrmackenzie I tried to tweet you about how annoying LS was when I just installed trial, but it wouldn't let me. Uninstalled. ",Molesto
@johnpaulfletch I know!! Weathers supposed to be crap though ,Molesto
"@Malunis yea, it is getting annoying. ",Molesto
i hate cleaning ,Molesto
Grrr I Hate School Thank God It Is The Easter Holidays But Still I Have Homework ,Molesto
It's so cold this morning! Not even 40 degress today. I'm wearing 3 layers and still shaking. Brrrr.... ,Molesto
@seishinseii Tell me about it! Hence why I hate stupid stickers. ,Molesto
i hate being sick  damn cold,Molesto
Found it.. bloody iPlayer tho  hate that thing with a passion.,Molesto
"Work work work, I hate weekdays ",Molesto
Blah sick not going to school today ,Molesto
"it's snowing.. in april. ugh, sometimes i hate pittsburgh. i miss la  ",Molesto
@MissBB83 I've been reading about it on the news.    It seems to keep getting worse.  So terrible.  ,Molesto
@AshFoo UGHHHH i hate you  *jk* &lt;3,Molesto
aaa migraine  poo k time to go to school i slept in  buaaa hate tuesdays 8-8 =(,Molesto
I hate no sex week ,Molesto
"I hate our student teacher, mrs. rolls ",Molesto
I want to come home from work. Im sick. -_- My legs hurt ,Molesto
too sick to be here ,Molesto
@cscisu that probably explains why i dont like it.  i hate fruity pebbles. ,Molesto
@nickycole30 i feel ya nicky-cole i feel sick as hell and this week has just not been going my way.   either way cant wait to share a ...,Molesto
"Don't eat a Callipo Ice Lolly before eating your lunch, I feel sick now and not hungry for my sarnie. ",Molesto
is trying to anti-bac her work area to keep the coworkers' germs away. everyone seems to be sick ,Molesto
Knows I'm sick if I don't want coffee ,Molesto
got to go study  i hate the junior cert cant wait till the 12 of june it will all be over then wwoooo,Molesto
doesn't know why her body hates her. she is getting sick again and woke up before 7 am on a day when she doesn't even have classes ,Molesto
Feeling wacked out - this is why I hate taking these tablets ,Molesto
Got a cold  Hate this Dutch weather!!!,Molesto
"Isabeau Ella-Marie Carpenter wntd mommy 2 call in sick, i miss her  http://apps.facebook.com/dogbook/profile/view/6215591",Molesto
@SelenlovesMcfly NOOOOO!!   Are they really angry? :'(,Molesto
Is worried sick about Santino. He has a fever ,Molesto
i am miserablely sick ,Molesto
Grr stupid login script aint working ,Molesto
is so sick. my body hurtssssssssssssssssssssss. ,Molesto
DANG VIRUS!  I've avoided the sickness thing going around but one of my computers has not... crap ,Molesto
@jgamet Jeff Gamet is out sick for this week's Design Tools Weekly podcast. I miss him ,Molesto
cant believe i'm sick again. ,Molesto
this stupid cold is taking over me  I just want my bed now,Molesto
waiting on Ms.Mitchell  I hate waiting ,Molesto
This is insanity! I can't handle all this crap at work ,Molesto
"Sick, i guess no FTSK show tonight. ",Molesto
im sick  Trying to muster up the strength to head into work....,Molesto
stupid effin twitter won't let me upload a picture ,Molesto
Is feeling extremely sick.  Have a banging headache and I fear I am going to see my lunch again.   Want my bed.,Molesto
"@of_cupids TY 4 the suggestion, but I can't be around cooking food: I'm allergic to pork products &amp; just the smell can make me sick. ",Molesto
"Could it be bronchitis or is it just allergies??? UGH, I feel so sick ",Molesto
"giving the baby crackers and gingerale, he's sick ",Molesto
OH NO!!!! I got woke up this mornin!! Bad thng to do  but I'm hella sick today for realz....,Molesto
"grrr... at home, sick... so depressed... ",Molesto
"Damn, all my joints are sore at the moment. Either I'm feeling the effects of my PT session, or I'm getting sick, or both. ",Molesto
is sick and cannot go to work   Will see everyone tomorrow,Molesto
"fighting a bad swollen, painful throat and headache. ",Molesto
is poorly sick  Wishes she had lots of people giving her sympathy &amp; flowers,Molesto
"Kept waking up, had the weirdest dream, and sick ",Molesto
i think i'm getting sick again. poop. ,Molesto
**pouty face** Shitty day out in Boston again ugh no wonder I'm sick,Molesto
My stomach hurts   - i think i'm gonna be sick,Molesto
"heading for home, sick ",Molesto
Is at work and sick blah ,Molesto
@miasummers i hate when that happens ,Molesto
feels sick and has to go to work ,Molesto
I'm sick and taking a nap ,Molesto
is chilling out after a very painful dentist appointment ,Molesto
@CityMommySLC Here in SC it is a cold spring break!  Hubby just called it is snowing 2 hours away ,Molesto
@smitlein Miss u smits!    It's a chilly one here today...brrr!,Molesto
In the stupid library ,Molesto
oh god. so sick of editing. not even halfway through ,Molesto
I hate the weather in Taipei. It always makes me SICK. ,Molesto
@Sarvas138 that's a terrible idea...it would make me sad ,Molesto
"dragging @ work  hearing tons of sirens going off also check out @courtneylover79  's KRZY rants, omg, wtf !!",Molesto
So broke hate not having money ,Molesto
"I hate it when i think of something to do and just as i'm about to do it, i forget wht i was gonna do.... ",Molesto
@arggxdanni I am so sorry! I thought lanni knew! ,Molesto
heading to school after 11. sisters sick ,Molesto
can't believe the crap that's on the radio. i need @thewoodyshow in my life ,Molesto
yay unemployment!  I hate my life.,Molesto
@jessid33 That sounds painful ,Molesto
"Gots to go now Twitters, Have an MRI scan at 5.30pm  I HATE MRI's.",Molesto
sdafghjkl;jhgnfbdvsdfghjkj i hate things like this ,Molesto
"sick today    staying home, and watching CHICAGO &lt;3",Molesto
just had a nasty nosebleed and this didn't help me at all http://www.etsy.com/forums_thread.php?thread_id=6108505&amp;page=1 made me sad ,Molesto
" My head is hurting, my throat is sore, I can't hear the Day26 leak, the Day26 album on Amazon is fuc*ing expensive, I have homework :'(",Molesto
Why do the doctors that I choose always take forever?!?!  I hate waiting...it's been 30 mins already ,Molesto
"Oh gosh, I am so sick today ",Molesto
About to walk through the gates of hell and rot for 6hrs with hundreds and hundreds of students. Ahhhh!!!!!! I hate it here ,Molesto
Sick at work  took Monday off... Gonna take tomorrow off.,Molesto
Doing facebook quizzes... man some of them are so stupid... i don't know y i'm even takin them ,Molesto
is in desperate need of followers! ,Molesto
is sooooo disappointed &quot;white party&quot; is this weekend  the weekend my girls are coming to visit!! Lame....,Molesto
"Sick as an MF'in dog, hate my immune system ",Molesto
powers out all in DeLand.. wind is so crazy it blew over a power line! but class must go on ,Molesto
@mea_86 I'm sick face too ,Molesto
I hate working in a cold warehouse ,Molesto
Had my studio taken over by some bloody musicians. That leaves me stuck in the office. ,Molesto
Grrr my twit pic never works  x,Molesto
"@thunderday SNOW?  OMG, that's insane.  I'm sorry ",Molesto
"Wah. Hate sewing, hate my machine. ",Molesto
Stupid Twitter keeps telling me that it's 'over capacity' ,Molesto
@Rio_Knights  My word processor doesnt work. So I have to type this crap in a stupid email.,Molesto
at the house tryna take care of a sick moe.... ,Molesto
Not going to Fall Out Boy anymore.  I feel like crap.,Molesto
@exhibitdarfur We are disappointed that Mia Farrow had to cancel her support for the Genocide Awareness Month event in DC on April 19 ,Molesto
crap i accidently messed up............  mitchel musso probably hates me now,Molesto
@InezLeb euwww i am so ugly in the picture ,Molesto
@Iceeh I know! Stupid fox. ,Molesto
"Grrrr, feel like putting my head in the sand ",Molesto
@kutabuta thats sad that he is sick!   and I miss you too!,Molesto
I can't go out today.... IM SO MAD! ,Molesto
This weekend is going to suck.  I hate Junior Year ,Molesto
holy crap. I take a nap for 4 hours and Pitchfork blows up my twitter dashboard. I wish I was at Coachella.  ,Molesto
Sick on a Friday night. ,Molesto
My body is giving in to the being sick urge. Must resist. Do not want ,Molesto
